Id,Beds,Baths,ListingType,Area,Population,Schools,Colleges,Universities,Amenties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAvg
M73000004-25797931,8,4,Multi-Family,2200,55750,15,1,0,61,43,Welland,899900,479693,A
M73000004-25798191,3,2,Single Family,1100,108843,10,0,1,56,51,Thunder Bay,289900,432568,B
M73000004-25798579,10,4,Single Family,1360,121436,4,0,1,75,25,Waterloo,1290000,527104,A
M73000004-25798580,10,2,Multi-Family,1360,121436,4,0,1,75,25,Waterloo,1290000,527104,A
M73000004-25798581,8,6,Single Family,2658,138479,3,0,0,11,16,Cambridge,1200000,601135,A
M73000004-25798582,8,6,Single Family,2658,138479,3,0,0,11,16,Cambridge,1200000,601135,A
M73000004-25799073,3,4,Single Family,2628,18192,0,0,0,0,0,Pelham,1908991,1098158,A
M73000004-25799660,3,1,Single Family,1380,20033,9,0,0,33,25,Port Colborne,549900,658762,B
M73000004-25799789,1,1,Rental,575,11059,2,0,0,134,27,Hamilton,2000,543702,B
M73000004-25799792,3,2,Single Family,1056,422324,0,0,0,0,0,London,279900,691690,B
M73000004-25799801,2,2,Condo,988,136803,15,0,0,37,27,St. Catharines,602543,648367,B
M73000004-25799883,2,2,Single Family,687,136803,0,0,0,0,0,St. Catharines,180000,648367,B
M73000004-25799884,0,0,Single Family,1400,132485,0,0,0,0,0,Kingston,6500000,713186,A
M73000004-25800016,3,1,Single Family,650,9390,0,0,0,22,69,The Blue Mountains,699000,1066799,B
M73000004-25800291,9,4,Single Family,5276,10424,0,0,0,0,0,Grey Highlands,1521590,1131036,A
M73000004-25800559,4,2,Single Family,1583,17817,3,0,0,7,8,Midland,649900,787800,B
M73000004-25800754,3,1,Single Family,866,422324,14,1,0,70,26,London,350000,691690,B
M73000004-25800755,5,4,Single Family,2574,422324,23,0,0,68,54,London,999900,691690,A
M73000004-25800805,3,3,Single Family,2333,14814,0,0,0,0,0,Clearview,2149000,1266439,A
M73000004-25800807,3,3,Farm,2333,14814,0,0,0,0,0,Clearview,2149000,1266439,A
M73000004-25800811,2,2,Single Family,1910,17817,7,1,0,41,24,Midland,689900,787800,B
M73000004-25802597,5,4,Single Family,2136,7386,0,0,0,3,0,St. Marys,825000,719124,A
M73000004-25803029,4,2,Single Family,1101,23816,0,0,0,0,0,Thorold,599900,583404,A
M73000004-25803364,6,5,Rental,3300,9390,0,0,0,24,69,The Blue Mountains,3500,1066799,B
M73000004-25803473,3,2,Single Family,1235,32901,2,0,0,16,6,Fort Erie,425900,669720,B
M73000004-25803510,5,4,Single Family,2671,1442,4,0,0,2,4,Englehart,540000,1071300,B
M73000004-25803512,4,3,Single Family,2040,132485,0,0,0,0,0,Kingston,775000,713186,A
M73000004-25803537,3,2,Condo,1300,24811,3,0,0,28,32,Collingwood,9773,616427,B
M73000004-25803584,2,3,Single Family,1897,422324,0,0,0,0,0,London,895900,691690,A
M73000004-25803647,3,1,Single Family,960,1200,0,0,0,0,0,SMOOTH ROCK FALLS,239000,162450,A
M73000004-25803719,2,2,Condo,776,11059,2,0,0,32,16,Hamilton,519900,543702,B
M73000004-25804272,0,0,Rental,900,422324,3,1,0,15,7,London,1250,691690,B
M73000004-25804330,4,2,Single Family,2080,136803,1,0,0,7,19,St. Catharines,554091,648367,B
M73000004-25804558,5,4,Single Family,2500,14814,0,0,0,0,0,Clearview,2626364,1266439,A
M73000004-25804668,3,2,Condo,1440,422324,4,0,0,9,5,London,489900,691690,B
M73000004-25804868,4,4,Single Family,1637,28883,2,0,0,3,21,Grimsby,1888000,754703,A
M73000004-25805526,1,1,Rental,540,104688,2,1,0,26,17,Brantford,1595,615780,B
M73000004-25805528,1,1,Rental,712,104688,2,1,0,26,17,Brantford,1650,615780,B
M73000004-25805529,1,1,Rental,689,104688,2,1,0,26,17,Brantford,1650,615780,B
M73000004-25805530,1,1,Rental,700,104688,2,1,0,26,17,Brantford,1654,615780,B
M73000004-25805595,2,2,Condo,850,213759,6,0,0,42,54,Oakville,669909,953919,B
M73000004-25805639,3,3,Condo,1510,94415,12,0,0,18,13,Niagara Falls,748500,593623,A
M73000004-25805783,4,2,Single Family,979,422324,11,1,0,15,24,London,599900,691690,B
M73000004-25805797,2,2,Single Family,816,1075,0,0,0,0,0,Whitestone,449000,319000,A
M73000004-25805997,1,1,Condo,510,11059,4,0,0,36,14,Hamilton,169999,543702,B
M73000004-25806015,3,2,Condo,1073,229660,3,1,0,22,21,Windsor,559000,428016,A
M73000004-25806553,5,3,Single Family,1775,108843,14,1,1,44,64,Thunder Bay,799900,432568,A
M73000004-25806636,4,2,Multi-Family,1700,42840,0,0,0,6,13,St. Thomas,499900,659641,B
M73000004-25806805,4,3,Single Family,2946,17305,0,0,0,0,0,Bracebridge,1750000,1197393,A
M73000004-25807278,4,2,Single Family,1175,55750,12,1,0,21,42,Welland,979900,479693,A
M73000004-25808116,3,2,Single Family,1889,9137,0,0,0,7,0,South Bruce Peninsula,563000,746113,B
M73000004-25808686,3,2,Single Family,1459,28883,0,0,0,0,0,Grimsby,1579900,754703,A
M73000004-25808720,4,3,Single Family,1723,47845,2,0,0,24,10,Cornwall,510482,457499,A
M73000004-25808776,1,1,Condo,436,2794356,10,1,2,114,175,Toronto,597000,553898,A
M73000004-25809340,3,3,Single Family,1160,7881,4,1,0,15,36,Goderich,729900,625992,A
M73000004-25810466,3,2,Farm,1459,28883,0,0,0,0,0,Grimsby,1579900,754703,A
M73000004-25810569,2,2,Single Family,1576,17305,0,0,0,0,0,Bracebridge,599000,1197393,B
M73000004-25811092,4,2,Single Family,1400,6887,0,0,0,0,0,Wainfleet,999000,1175583,B
M73000004-25811147,0,0,Single Family,1440,1200,3,0,0,1,9,Smooth Rock Falls,99000,162450,B
M73000004-25811441,4,2,Rental,1375,213759,6,0,0,53,4,Oakville,4200,953919,B
M73000004-25811459,3,1,Single Family,650,72051,9,1,0,50,20,Sault Ste. Marie,150000,425953,B
M73000004-25811531,3,2,Single Family,924,42840,0,0,0,19,32,St. Thomas,599900,659641,B
M73000004-25811682,2,3,Multi-Family,2553,33232,4,0,0,71,45,Stratford,1099900,766153,A
M73000004-25812110,5,4,Single Family,3100,29680,6,0,0,8,16,Leamington,949900,978027,B
M73000004-25812881,4,4,Single Family,2256,94415,8,0,0,20,14,Niagara Falls,879000,593623,A
M73000004-25812898,4,2,Single Family,1219,19088,0,0,0,0,0,Niagara-on-the-Lake,820000,1651537,B
M73000004-25813002,1,1,Rental,605,11059,2,0,0,25,18,Hamilton,1300,543702,B
M73000004-25813171,3,3,Single Family,2593,17305,0,0,0,0,0,Bracebridge,999000,1197393,B
M73000004-25813179,4,3,Single Family,3136,46705,0,0,0,0,0,Woodstock,1599900,659229,A
M73000004-25813691,6,3,Multi-Family,1780,55750,3,0,0,25,13,Welland,499000,479693,A
M73000004-25813698,4,2,Single Family,1231,12268,6,1,0,22,27,Kincardine,724900,813475,B
M73000004-25813887,3,4,Condo/Townhome,1669,422324,22,0,0,59,53,London,569900,691690,B
M73000004-25814055,3,3,Condo,1137,9390,0,0,0,26,69,The Blue Mountains,799000,1066799,B
M73000004-25815598,3,2,Single Family,1806,21612,2,0,0,29,23,Owen Sound,529000,562010,B
M73000004-25815789,3,3,Single Family,2085,147829,10,0,0,5,19,Barrie,794900,584311,A
M73000004-25815854,4,4,Single Family,5088,20033,6,0,0,4,24,Port Colborne,3200000,658762,A
M73000004-25815916,2,1,Single Family,964,13157,0,0,0,0,0,Gravenhurst,3795000,836966,A
M73000004-25815958,5,5,Single Family,3185,23524,4,0,0,29,22,Amherstburg,1475000,758833,A
M73000004-25816084,3,3,Single Family,1833,422324,33,0,1,281,99,London,699900,691690,A
M73000004-25816182,5,4,Single Family,2500,21216,0,0,0,0,0,Essex,2999999,1049162,A
M73000004-25816216,6,4,Single Family,2057,132485,1,0,0,4,12,Kingston,1149900,713186,A
M73000004-25816281,6,4,Multi-Family,2057,132485,1,0,0,4,12,Kingston,1149900,713186,A
M73000004-25816810,2,1,Condo,1135,108843,0,0,0,0,0,THUNDER BAY,267182,432568,B
M73000004-25816865,3,2,Single Family,1100,132485,6,0,0,27,16,Kingston,454445,713186,B
M73000004-25816893,3,2,Single Family,1500,6879,6,1,0,29,28,Parry Sound,549000,634281,B
M73000004-25816952,16,12,Multi-Family,6500,256885,10,0,0,55,41,Kitchener,4518182,437374,A
M73000004-25817166,3,2,Condo,1240,136803,8,0,1,60,37,St. Catharines,409900,648367,B
M73000004-25817167,4,3,Single Family,3300,94415,0,0,0,0,0,Niagara Falls,2299000,593623,A
M73000004-25817458,4,2,Single Family,1235,21612,10,1,0,42,28,Owen Sound,599900,562010,A
M73000004-25817504,4,4,Single Family,2334,104688,28,1,0,55,38,Brantford,1599900,615780,A
M73000004-25817642,2,2,Condo,1092,136803,15,0,0,37,27,St. Catharines,639296,648367,B
M73000004-25817732,1,1,Condo,259,132485,4,0,1,7,12,Kingston,309900,713186,B
M73000004-25817897,1,1,Condo,655,256885,2,0,0,16,26,Kitchener,514900,437374,A
M73000004-25817899,2,2,Single Family,1630,7881,4,1,0,13,25,Goderich,810000,625992,A
M73000004-25817986,4,2,Multi-Family,2318,72047,2,0,0,33,17,Sarnia,269999,654706,B
M73000004-25818099,2,2,Single Family,1003,11059,2,1,0,33,14,Hamilton,899900,543702,A
M73000004-25818254,4,2,Multi-Family,1000,422324,8,0,1,66,34,London,558991,691690,B
M73000004-25818255,4,2,Single Family,1000,422324,8,0,1,66,34,London,558991,691690,B
M73000004-25818620,4,2,Single Family,2180,14967,0,0,0,4,35,Kenora,795000,500069,A
M73000004-25818657,3,3,Single Family,808,11059,0,0,0,0,0,Hamilton,679900,543702,A
M73000004-25819714,4,5,Single Family,5000,12966,0,0,0,0,0,Tiny,9449900,1087870,A
M73000004-25821239,3,2,Single Family,1100,745,0,0,0,0,0,Ryerson,419000,1098300,B
M73000004-25821391,2,2,Single Family,1169,7881,1,1,0,11,21,Goderich,599900,625992,B
M73000004-25821392,2,2,Single Family,1169,7881,1,1,0,11,22,Goderich,599900,625992,B
M73000004-25821393,2,2,Single Family,1169,7881,1,1,0,11,22,Goderich,599900,625992,B
M73000004-25821495,2,2,Single Family,1169,7881,1,1,0,11,22,Goderich,599900,625992,B
M73000004-25821496,2,2,Single Family,1169,7881,1,1,0,11,22,Goderich,599900,625992,B
M73000004-25821627,10,8,Multi-Family,5249,3346,1,0,0,6,1,Powassan,1225000,789229,A
M73000004-25821629,2,2,Single Family,1169,7881,1,1,0,11,21,Goderich,599900,625992,B
M73000004-25821952,16,14,Multi-Family,9117,11059,5,0,0,17,6,Hamilton,4600000,543702,A
M73000004-25822047,2,2,Condo,1430,186948,0,0,0,0,0,Burlington,889900,1085058,B
M73000004-25822051,4,3,Single Family,1558,33232,14,2,0,85,53,Stratford,949900,766153,A
M73000004-25822135,3,5,Single Family,3047,104688,0,0,0,0,0,Brantford,5500000,615780,A
M73000004-25822171,5,3,Single Family,2000,1442,4,0,0,1,4,Englehart,150000,1071300,B
M73000004-25822198,26,22,Multi-Family,17519,104688,2,1,0,28,17,Brantford,5700000,615780,A
M73000004-25822212,0,0,Single Family,2400,32901,0,0,0,1,32,Fort Erie,1500000,669720,A
M73000004-25822282,2,2,Single Family,1551,11151,1,0,0,4,0,Norwich,888800,982694,B
M73000004-25822436,4,1,Single Family,1200,11059,9,0,0,30,42,Hamilton,1285900,543702,A
M73000004-25822487,4,4,Single Family,2780,136803,10,0,1,114,36,St. Catharines,2499900,648367,A
